Q16543,P62820,Q96LT7,Q9H257,ESAT6,P06126,LpqR,P07333,Q03463,Rv1827,O43586,Q15154,Q9UIA0,Q9NXV2,P10412,Rv3033,Q96QH2,P12956,Q9BYV2,P15498,P43405,P59046,O95466,P51828,Q15080,P07948,LpqN,EspR,Q8TB24,P09086,P41220,P14598,P22681,P16403,TB8.4,P20339,Q01130,Q14005,Q15287,Q06187,Q9NP66,O75400
Q99750,P10606,Q9P104,O60333,P50552,O76024,Q13077,Q8TEW6,Q02930,Q7L591,Q9Y616,P04440,P40763,Q9UI08,Q92529,Q9UKG1,Q14847,Q99932,O60496,P49639,Q15654,O43741,Q9NQ94,P08631,P07949,Apa,Q63HR2,O43447,Q5VZ18,Q99704,Q9P2A4,O75603,Q8NEU8,Q8NEC5,Q92625,Q15233,Q86UW9,Q9Y3C5,Q9HB20,Q93062,P46108,P04792
Q9UL01,Q07812,PE25,Q16548,O60488
Q9C005,Q7Z5R6,Rv1075C,Rv1074c
P51610,Rv3668c,P11161
