P07333,EspR,P22681,Q96LT7,Q15287,Rv3033,ESAT6,Q14005,Q01130,P16403,P20339,TB8.4,O43586,P10412,P62820,Q16543,Rv1827,P14598,P07948,Q96QH2,P51828,Q9H257,Q9BYV2,P09086,P12956,Q8TB24,Q06187,Q15154,O95466,P43405,Q15080,Q9NP66,P06126,LpqN,Q9UIA0,P41220,P15498,Q9NXV2,O75400,LpqR,Q03463,P59046
P04440,O60496,Q02930,Q9P2A4,P46108,Q92625,P50552,Q15233,P08631,O75603,Q9NQ94,Q9UI08,O76024,Q93062,Q13077,Q9Y3C5,Q9UKG1,O43447,P04792,Q99750,Q8TEW6,P49639,Q99932,Q15654,Q99704,P07949,P40763,Q5VZ18,Q86UW9,Q14847,Apa,O43741,Q92529,P10606,Q9HB20,O60333,Q9P104,Q63HR2,Q9Y616,Q8NEU8,Q8NEC5,Q7L591
Q07812,Q16548,Q9UL01,PE25,O60488
Rv1075C,Rv1074c,Q9C005,Q7Z5R6
P51610,Rv3668c,P11161
